little,large,fire,death,coin,enemy_defeated,jump,run,duck,left,right,Time,PlayerID,Episode
1,0,0,0,0,0,1,1,0,0,0,123,0049353,2
1,0,0,0,0,0,1,1,0,0,0,124,0049353,2
1,0,0,0,0,0,1,1,0,0,1,124,0049353,2
1,0,0,0,0,0,1,1,0,0,0,130,0049353,2
1,0,0,0,0,0,1,0,0,0,0,130,0049353,2
1,0,0,0,0,0,1,0,0,0,0,131,0049353,2
1,0,0,0,0,0,0,0,0,0,0,133,0049353,2
1,0,0,0,0,0,1,0,0,0,0,138,0049353,2
1,0,0,0,0,0,1,0,0,0,1,138,0049353,2
1,0,0,0,0,0,1,0,0,0,0,139,0049353,2
1,0,0,0,0,0,1,0,0,0,1,140,0049353,2
1,0,0,0,0,0,1,1,0,0,1,140,0049353,2
1,0,0,0,0,0,1,1,0,0,0,141,0049353,2
1,0,0,0,0,0,1,1,0,0,0,143,0049353,2
1,0,0,0,0,0,1,1,0,0,1,143,0049353,2
1,0,0,0,0,0,1,0,0,0,1,147,0049353,2
1,0,0,0,0,0,0,0,0,0,1,148,0049353,2
1,0,0,0,0,0,0,0,0,0,0,153,0049353,2
1,0,0,0,0,0,0,0,0,0,0,154,0049353,2
1,0,0,0,0,0,0,0,0,0,0,167,0049353,2
0,0,0,0,0,0,0,0,0,0,0,169,0049353,2
1,0,0,0,0,0,0,0,0,0,0,187,0049353,2
1,0,0,0,0,0,0,0,0,0,0,187,0049353,2
1,0,0,0,0,0,0,0,0,0,0,209,0049353,2
1,0,0,0,0,0,0,0,0,0,1,209,0049353,2
1,0,0,0,0,0,0,1,0,0,1,217,0049353,2
1,0,0,0,0,0,1,1,0,0,1,244,0049353,2
1,0,0,0,0,0,1,1,0,0,1,247,0049353,2
1,0,0,0,0,0,1,0,0,0,1,247,0049353,2
1,0,0,0,0,0,0,0,0,0,1,251,0049353,2
1,0,0,0,0,0,0,0,0,0,1,257,0049353,2
1,0,0,0,0,0,1,0,0,0,1,258,0049353,2
1,0,0,0,0,0,1,0,0,0,1,259,0049353,2
1,0,0,0,0,0,1,0,0,0,1,261,0049353,2
1,0,0,0,0,0,1,0,0,0,0,262,0049353,2
1,0,0,0,0,0,1,1,0,0,0,262,0049353,2
1,0,0,0,0,0,1,0,0,0,0,267,0049353,2
1,0,0,0,0,0,0,0,0,0,0,271,0049353,2
1,0,0,0,0,0,1,0,0,0,0,276,0049353,2
1,0,0,0,0,0,1,1,0,0,0,281,0049353,2
1,0,0,1,0,0,1,1,0,0,0,283,0049353,2
1,0,0,0,0,0,1,1,0,0,0,288,0049353,2
1,0,0,0,0,0,1,0,0,0,0,291,0049353,2
1,0,0,0,0,0,0,0,0,0,0,293,0049353,2
1,0,0,0,0,0,1,0,0,0,0,295,0049353,2
1,0,0,0,0,0,1,0,0,0,1,296,0049353,2
1,0,0,0,0,0,1,1,0,0,1,296,0049353,2
1,0,0,0,0,0,1,1,0,0,0,297,0049353,2
1,0,0,0,0,0,1,1,0,0,1,298,0049353,2
1,0,0,0,0,0,1,1,0,0,0,306,0049353,2
1,0,0,0,0,0,1,0,0,0,0,307,0049353,2
1,0,0,0,0,0,1,0,0,0,1,309,0049353,2
1,0,0,0,0,0,1,0,0,0,0,310,0049353,2
1,0,0,0,0,0,1,0,0,0,1,311,0049353,2
1,0,0,0,0,0,0,0,0,0,1,312,0049353,2
1,0,0,0,0,0,0,1,0,0,1,312,0049353,2
1,0,0,0,0,0,1,1,0,0,1,313,0049353,2
1,0,0,0,0,0,1,1,0,0,0,314,0049353,2
1,0,0,0,0,0,0,1,0,0,0,319,0049353,2
1,0,0,0,0,0,0,1,0,0,1,319,0049353,2
1,0,0,0,0,0,0,1,0,0,0,321,0049353,2
1,0,0,0,0,0,0,0,0,0,0,322,0049353,2
1,0,0,0,0,0,0,0,0,0,1,325,0049353,2
1,0,0,0,0,0,0,0,0,0,1,327,0049353,2
1,0,0,0,0,0,0,0,0,0,1,329,0049353,2
1,0,0,0,0,0,0,1,0,0,1,329,0049353,2
1,0,0,0,0,0,0,1,0,0,0,330,0049353,2
1,0,0,0,0,0,0,1,0,0,0,332,0049353,2
1,0,0,0,0,0,0,1,0,0,0,332,0049353,2
1,0,0,0,0,0,0,1,0,0,0,332,0049353,2
1,0,0,0,0,0,0,1,0,0,0,332,0049353,2
1,0,0,0,0,0,0,0,0,0,0,333,0049353,2
1,0,0,0,0,0,0,0,0,0,1,334,0049353,2
1,0,0,0,0,0,0,0,0,0,1,336,0049353,2
1,0,0,0,0,0,0,0,0,0,1,338,0049353,2
1,0,0,0,0,0,0,0,0,0,0,339,0049353,2
1,0,0,0,0,0,0,0,0,0,0,340,0049353,2
1,0,0,0,0,0,0,0,0,0,0,341,0049353,2
1,0,0,0,0,0,0,1,0,0,0,341,0049353,2
1,0,0,0,0,0,0,0,0,0,0,345,0049353,2
1,0,0,0,0,0,0,0,0,0,1,346,0049353,2
1,0,0,0,0,0,0,1,0,0,1,349,0049353,2
1,0,0,0,0,0,0,0,0,0,1,352,0049353,2
1,0,0,0,0,0,0,0,0,0,1,353,0049353,2
1,0,0,0,0,0,0,1,0,0,1,353,0049353,2
1,0,0,0,0,0,0,1,0,0,0,355,0049353,2
1,0,0,0,0,0,0,0,0,0,0,355,0049353,2
1,0,0,0,0,0,1,0,0,0,0,356,0049353,2
1,0,0,0,0,0,1,0,0,0,1,356,0049353,2
1,0,0,0,0,0,1,0,0,0,0,360,0049353,2
1,0,0,0,0,0,1,1,0,0,0,360,0049353,2
1,0,0,0,0,0,1,1,0,0,0,361,0049353,2
1,0,0,0,0,0,1,0,0,0,0,362,0049353,2
1,0,0,0,0,0,0,0,0,0,0,367,0049353,2
1,0,0,0,0,0,0,0,0,0,1,367,0049353,2
1,0,0,0,0,0,0,0,0,0,1,369,0049353,2
1,0,0,0,0,0,0,0,0,0,0,372,0049353,2
1,0,0,0,0,0,1,0,0,0,0,377,0049353,2
1,0,0,0,0,0,1,0,0,0,0,379,0049353,2
1,0,0,0,0,0,1,1,0,0,0,380,0049353,2
1,0,0,0,0,0,1,0,0,0,0,383,0049353,2
1,0,0,0,0,0,1,0,0,0,0,388,0049353,2
1,0,0,0,0,0,1,0,0,0,1,390,0049353,2
1,0,0,0,0,0,0,0,0,0,1,391,0049353,2
1,0,0,0,0,0,0,0,0,0,0,431,0049353,2
1,0,0,0,0,0,0,0,0,0,1,435,0049353,2
1,0,0,0,0,0,1,0,0,0,1,437,0049353,2
1,0,0,0,0,0,0,0,0,0,1,461,0049353,2
1,0,0,0,0,0,0,0,0,1,1,480,0049353,2
1,0,0,0,0,0,0,1,0,1,1,486,0049353,2
1,0,0,0,0,0,0,0,0,1,1,487,0049353,2
1,0,0,0,0,0,1,0,0,1,1,490,0049353,2
1,0,0,0,0,0,1,1,0,1,1,495,0049353,2
1,0,0,0,0,0,0,1,0,1,1,498,0049353,2
1,0,0,0,0,0,0,0,0,1,1,498,0049353,2
1,0,0,0,0,0,0,0,0,1,1,512,0049353,2
1,0,0,0,0,0,0,0,0,1,0,519,0049353,2
1,0,0,0,0,0,1,0,0,1,0,524,0049353,2
1,0,0,0,0,0,0,0,0,1,0,534,0049353,2
0,1,0,0,0,0,0,0,0,1,0,553,0049353,2
0,1,0,0,0,0,0,0,0,1,0,553,0049353,2
1,0,0,0,0,0,0,0,0,1,0,583,0049353,2
1,0,0,0,0,0,0,0,0,1,0,583,0049353,2
1,0,0,0,0,0,0,0,0,1,1,605,0049353,2
1,0,0,0,0,0,1,0,0,1,1,606,0049353,2
1,0,0,0,0,0,1,0,0,1,1,606,0049353,2
1,0,0,0,0,0,1,0,0,1,1,608,0049353,2
1,0,0,0,0,0,1,0,0,1,1,610,0049353,2
1,0,0,0,0,0,1,0,0,1,0,611,0049353,2
1,0,0,0,0,0,1,0,0,1,0,614,0049353,2
1,0,0,0,0,0,1,0,0,1,0,615,0049353,2
1,0,0,0,0,0,1,0,0,1,0,615,0049353,2
1,0,0,0,0,0,1,1,0,1,0,617,0049353,2
1,0,0,0,0,0,0,1,0,1,0,626,0049353,2
1,0,0,0,0,0,0,1,0,1,0,634,0049353,2
1,0,0,0,0,0,0,1,0,1,0,636,0049353,2
1,0,0,0,0,0,1,1,0,1,0,639,0049353,2
1,0,0,0,0,0,1,1,0,1,1,639,0049353,2
1,0,0,0,0,0,1,1,0,1,1,640,0049353,2
1,0,0,0,0,0,1,1,0,1,0,640,0049353,2
1,0,0,0,0,0,1,1,0,1,1,641,0049353,2
1,0,0,0,0,0,1,1,0,1,1,643,0049353,2
1,0,0,0,0,0,1,1,0,1,0,644,0049353,2
1,0,0,0,0,0,1,0,0,1,0,644,0049353,2
1,0,0,0,0,0,0,0,0,1,0,649,0049353,2
1,0,0,0,0,0,0,0,0,1,0,651,0049353,2
1,0,0,0,0,0,0,0,0,1,0,653,0049353,2
1,0,0,0,0,0,0,0,0,1,1,653,0049353,2
1,0,0,0,0,0,0,0,0,1,1,653,0049353,2
1,0,0,0,0,0,1,0,0,1,1,655,0049353,2
1,0,0,0,0,0,1,0,0,1,1,655,0049353,2
1,0,0,0,0,0,1,0,0,1,1,655,0049353,2
1,0,0,0,0,0,1,1,0,1,1,655,0049353,2
1,0,0,0,0,0,1,1,0,1,1,657,0049353,2
1,0,0,0,0,0,1,1,0,1,1,658,0049353,2
1,0,0,0,0,0,1,1,0,1,0,658,0049353,2
1,0,0,0,0,0,1,1,0,1,0,658,0049353,2
1,0,0,0,0,0,1,1,0,1,1,661,0049353,2
1,0,0,0,0,0,1,1,0,1,0,664,0049353,2
1,0,0,0,0,0,1,0,0,1,0,665,0049353,2
1,0,0,0,0,0,0,0,0,1,0,668,0049353,2
1,0,0,0,0,0,0,0,0,1,0,669,0049353,2
1,0,0,0,0,0,0,0,0,1,0,670,0049353,2
1,0,0,0,0,0,0,0,0,1,1,670,0049353,2
1,0,0,0,0,0,1,0,0,1,1,671,0049353,2
1,0,0,0,0,0,1,0,0,1,0,671,0049353,2
1,0,0,0,0,0,1,0,0,1,0,672,0049353,2
1,0,0,0,0,0,1,0,0,1,1,672,0049353,2
1,0,0,0,0,0,1,0,0,1,1,674,0049353,2
1,0,0,0,0,0,1,0,0,1,1,674,0049353,2
1,0,0,0,0,0,1,0,0,1,0,675,0049353,2
1,0,0,0,0,0,1,0,0,1,1,683,0049353,2
1,0,0,0,0,0,0,0,0,1,1,684,0049353,2
1,0,0,0,0,0,0,0,0,1,0,684,0049353,2
1,0,0,0,0,0,0,0,0,1,0,684,0049353,2
1,0,0,0,0,0,0,0,0,1,1,685,0049353,2
1,0,0,0,0,0,1,0,0,1,1,686,0049353,2
1,0,0,0,0,0,1,0,0,1,1,687,0049353,2
1,0,0,0,0,0,1,0,0,1,0,688,0049353,2
1,0,0,0,0,0,1,0,0,1,1,689,0049353,2
1,0,0,0,0,0,1,0,0,1,0,690,0049353,2
1,0,0,0,0,0,0,0,0,1,0,692,0049353,2
1,0,0,0,0,0,0,0,0,1,0,693,0049353,2
1,0,0,0,0,0,0,0,0,1,1,694,0049353,2
1,0,0,0,0,0,1,0,0,1,1,695,0049353,2
1,0,0,0,0,0,1,0,0,1,1,696,0049353,2
1,0,0,0,0,0,0,0,0,1,1,698,0049353,2
1,0,0,0,0,0,0,0,0,1,1,698,0049353,2
1,0,0,0,0,0,0,1,0,1,1,698,0049353,2
1,0,0,0,0,0,0,1,0,1,0,699,0049353,2
1,0,0,0,0,0,0,1,0,1,0,699,0049353,2
1,0,0,0,0,0,0,1,0,1,0,701,0049353,2
1,0,0,0,0,0,0,1,0,1,0,702,0049353,2
1,0,0,0,0,0,0,0,0,1,0,703,0049353,2
1,0,0,0,0,0,0,0,0,1,0,708,0049353,2
1,0,0,0,0,0,1,0,0,1,0,709,0049353,2
1,0,0,0,0,0,1,1,0,1,0,712,0049353,2
1,0,0,0,0,0,1,1,0,1,0,714,0049353,2
1,0,0,0,0,0,1,1,0,1,1,714,0049353,2
1,0,0,0,0,0,1,1,0,1,1,716,0049353,2
1,0,0,0,0,0,1,1,0,1,0,717,0049353,2
1,0,0,0,0,0,1,0,0,1,0,717,0049353,2
1,0,0,0,0,0,1,0,0,1,1,720,0049353,2
1,0,0,0,0,0,0,0,0,1,1,721,0049353,2
1,0,0,0,0,0,0,0,0,1,1,721,0049353,2
1,0,0,0,0,0,0,0,0,1,1,722,0049353,2
1,0,0,0,0,0,0,0,0,1,1,724,0049353,2
1,0,0,0,0,0,0,0,0,1,0,725,0049353,2
1,0,0,0,0,0,0,0,0,1,1,726,0049353,2
1,0,0,0,0,0,1,0,0,1,1,727,0049353,2
1,0,0,0,0,0,1,0,0,1,0,727,0049353,2
1,0,0,0,0,0,1,0,0,1,0,727,0049353,2
1,0,0,0,0,0,1,1,0,1,0,727,0049353,2
1,0,0,0,0,0,1,1,0,1,0,728,0049353,2
1,0,0,0,0,0,1,1,0,1,0,729,0049353,2
1,0,0,0,0,0,1,1,0,1,1,730,0049353,2
1,0,0,0,0,0,1,0,0,1,1,734,0049353,2
1,0,0,0,0,0,1,0,0,1,0,735,0049353,2
1,0,0,0,0,0,0,0,0,1,0,740,0049353,2
1,0,0,0,0,0,0,0,0,1,0,745,0049353,2
1,0,0,0,0,0,0,0,0,1,0,748,0049353,2
0,0,0,0,0,0,0,0,0,1,0,752,0049353,2
0,0,0,0,0,0,0,0,0,1,1,756,0049353,2
0,0,0,0,0,0,0,0,0,1,1,770,0049353,2
0,0,0,0,0,0,0,0,0,1,1,780,0049353,2
0,0,0,0,0,0,0,0,0,1,0,782,0049353,2
0,0,0,0,0,0,0,0,0,1,0,783,0049353,2
0,0,0,0,0,0,0,0,0,1,0,787,0049353,2
0,0,0,0,0,0,0,0,0,0,0,789,0049353,2
0,0,0,0,1,0,0,0,0,0,0,791,0049353,2
0,0,0,0,0,0,0,0,0,0,0,793,0049353,2
0,0,0,0,0,0,0,0,0,0,0,795,0049353,2
0,0,0,0,0,0,0,0,0,0,1,795,0049353,2
0,0,0,0,0,0,0,0,0,0,1,798,0049353,2
0,0,0,0,0,0,1,0,0,0,1,806,0049353,2
0,0,0,0,0,0,1,0,0,0,1,811,0049353,2
0,0,0,0,0,0,1,0,0,0,1,813,0049353,2
0,0,0,0,0,0,0,0,0,0,1,816,0049353,2
0,0,0,0,0,0,0,0,0,0,1,817,0049353,2
0,0,0,0,0,0,0,0,0,0,1,821,0049353,2
0,0,0,0,0,0,0,0,0,0,0,828,0049353,2
0,0,0,0,0,0,0,0,0,0,0,835,0049353,2
0,0,0,0,0,0,0,0,0,1,0,838,0049353,2
0,0,0,0,0,0,0,0,0,1,0,839,0049353,2
0,0,0,0,0,0,1,0,0,1,0,845,0049353,2
0,0,0,0,0,0,1,0,0,1,1,849,0049353,2
0,0,0,0,1,0,1,0,0,1,1,853,0049353,2
0,0,0,0,0,0,0,0,0,1,1,853,0049353,2
0,0,0,0,0,0,0,0,0,1,1,870,0049353,2
0,1,0,0,0,0,0,0,0,1,1,872,0049353,2
0,1,0,0,0,0,0,0,0,1,1,872,0049353,2
0,1,0,0,0,0,0,0,0,1,1,892,0049353,2
0,1,0,0,0,0,0,0,0,0,1,899,0049353,2
0,1,0,0,0,0,0,0,0,0,1,904,0049353,2
0,1,0,0,0,0,0,0,0,0,0,905,0049353,2
0,1,0,0,0,0,0,0,0,1,0,929,0049353,2
0,1,0,0,0,0,0,0,0,0,0,956,0049353,2
0,1,0,0,0,0,0,0,0,0,0,971,0049353,2
0,1,0,0,0,0,0,0,0,0,1,971,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1019,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1022,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1025,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1027,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1028,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1029,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1032,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1042,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1045,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1046,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1056,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1058,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1060,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1060,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1062,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1063,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1063,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1072,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1072,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1072,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1075,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1076,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1080,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1080,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1082,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1099,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1101,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1102,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1103,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1104,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1105,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1106,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1107,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1108,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1109,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1120,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1121,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1122,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1122,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1123,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1123,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1125,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1126,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1134,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1135,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1138,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1138,0049353,2
0,1,0,0,0,0,1,0,0,0,0,1139,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1140,0049353,2
0,1,0,0,0,0,1,0,0,0,1,1142,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1149,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1152,0049353,2
0,1,0,0,0,0,0,0,0,0,0,1158,0049353,2
0,1,0,0,0,0,0,0,0,0,1,1168,0049353,2
1,0,0,0,0,0,0,0,0,0,1,1180,0049353,2
1,0,0,0,0,0,0,0,0,0,1,1196,0049353,2
1,0,0,0,0,0,0,0,0,0,0,1216,0049353,2
1,0,0,1,0,0,0,0,0,0,0,1233,0049353,2
1,0,0,0,0,0,1,0,0,0,0,1235,0049353,2
1,0,0,0,0,0,0,0,0,0,0,1241,0049353,2
1,0,0,0,0,0,0,0,0,1,0,1247,0049353,2
1,0,0,0,0,0,0,0,0,1,0,1259,0049353,2
1,0,0,0,0,1,0,0,0,1,0,1262,0049353,2
1,0,0,0,0,0,0,0,0,1,1,1263,0049353,2
1,0,0,0,0,0,1,0,0,1,1,1265,0049353,2
1,0,0,0,0,0,1,0,0,1,1,1265,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1268,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1268,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1272,0049353,2
0,0,1,0,0,1,1,0,0,1,1,1282,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1289,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1294,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1296,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1311,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1315,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1316,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1325,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1337,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1339,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1340,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1341,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1342,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1343,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1344,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1352,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1355,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1356,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1356,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1357,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1357,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1358,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1358,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1364,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1370,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1377,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1377,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1386,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1387,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1387,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1401,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1403,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1416,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1428,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1430,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1431,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1447,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1452,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1458,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1505,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1505,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1514,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1522,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1522,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1530,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1539,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1545,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1556,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1560,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1566,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1569,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1574,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1580,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1580,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1584,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1602,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1604,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1610,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1618,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1624,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1628,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1633,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1634,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1637,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1644,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1647,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1652,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1656,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1658,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1660,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1661,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1665,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1668,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1671,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1672,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1680,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1683,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1688,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1690,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1693,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1699,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1703,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1704,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1705,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1707,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1708,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1708,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1708,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1716,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1717,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1717,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1718,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1719,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1738,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1741,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1752,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1760,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1767,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1772,0049353,2
0,0,1,0,0,0,1,0,0,0,1,1777,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1785,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1790,0049353,2
0,0,1,0,0,0,0,0,1,0,0,1794,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1799,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1808,0049353,2
0,0,1,0,0,0,0,0,0,0,1,1812,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1828,0049353,2
0,0,1,0,0,0,1,0,0,0,0,1829,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1832,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1844,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1851,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1852,0049353,2
0,0,1,0,0,0,1,0,0,1,1,1865,0049353,2
0,0,1,0,0,0,1,0,0,1,0,1876,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1883,0049353,2
0,0,1,0,0,0,0,0,0,1,1,1885,0049353,2
0,0,1,0,0,0,0,0,0,1,0,1903,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1906,0049353,2
0,0,1,0,0,0,0,0,0,0,0,1916,0049353,2
0,0,0,0,0,0,0,0,0,0,0,1942,0049353,2
0,0,0,0,0,0,0,0,0,0,0,1972,0049353,2
0,0,0,0,0,0,0,0,0,0,0,2342,0049353,2
0,0,0,0,0,0,0,0,0,0,0,2374,0049353,2
0,0,0,0,0,0,1,0,0,0,0,2718,0049353,2
0,0,0,0,0,0,0,0,0,0,0,2736,0049353,2
0,0,0,1,0,0,0,0,0,0,0,3204,0049353,2
0,0,0,0,0,0,0,0,0,0,0,3690,0049353,2
0,0,0,0,0,1,0,0,0,0,0,-2,0049353,3
0,0,0,0,0,1,0,0,0,0,0,-2,0049353,3
0,0,0,0,0,1,0,0,0,0,0,-2,0049353,3
